Name,Vendor ID,SMILES,MDR1-MDCK Papp_A2B (nm/s),b_rotN,diameter,h_pavgQ,h_pstates,h_pstrain,KierFlex,PEOE_VSA_HYD,PEOE_VSA_POL,pmiX,pmiY,rgyr,vdw_vol,vsurf_G,vsurf_R,Weight
316756775,316756775,[2H]C([2H])([2H])NC(=O)c1nnc(cc1Nc1cccc(c1OC)-c1ncn(n1)C)NC(=O)C1CC1,2.6300001,9,14,0.062795028,1.2647935,0.038663231,4.0120611,320.21786,66.90181,3607.8994,5514.9702,4.756125,480.38858,1.4044076,1.4199291,422.44901
114309331,114309331,Nc1ncnc(c1-c1ccc(cc1)Oc1ccccc1)NCC1CCN(CC1)C(=O)C=C,12.3,8,19,0.47162154,2.7763474,0.38064906,4.8173327,349.35776,65.17588,5344.0552,4508.5552,4.9487591,518.95941,1.3816832,1.4586082,429.52399
53744933,53744933,Nc1n[nH]cc1-c1cc(ccc1Oc1cc(c(cc1Cl)S(=O)(=O)Nc1cscn1)F)Cl,4.0100002,6,14,-0.012301076,2.1358089,0.54617327,5.9664173,369.77188,21.391779,10087.172,2410.2139,5.0591941,483.7666,1.3476527,1.4614226,500.362
207623013,207623013,CN1C(=O)N(C(=O)c2cccc(c21)F)c1cccc(c1C)-c1c(cc(c2[nH]c3c(c12)CC[C@@H](C3)C(C)(C)O)C(=O)N)F |r|,44,4,16,0,1,0,4.6766558,360.46045,127.10713,12885.653,4252.9849,5.621336,645.57587,1.3913169,1.513842,572.612
322748925,322748925,O=C(Nc1cc(ccn1)C(=O)Nc1cccnc1)C1CC1,64.300003,6,12,0.0091140922,1.0589086,0.0054492066,2.4591331,183.73926,70.080635,2489.6091,2955.186,4.5057664,325.69543,1.3293403,1.3483281,282.30301
316162153,316162153,OC[C@@H]1CC[C@H](CO1)Nc1ncnc2[nH]cc(c12)C(=O)c1ccc(cc1Cl)Oc1ccccc1 |r|,47.700001,7,19,0.29069445,2.1378076,0.20508505,5.2453132,309.76758,96.038071,3070.9624,10774.353,5.5117197,535.211,1.3907648,1.4560288,478.936
75542235,75542235,CN1CCN(CC1)c1ccc(cc1)Nc1nc(c2sccc2n1)Oc1cccc(c1)NC(=O)C=C,1.66,8,20,1.0190301,1.2221843,2.6857312,5.2634225,403.89206,56.066933,15219.44,3496.0227,6.3758254,569.37671,1.4612454,1.4407711,486.60001
LN01345100,LN01345100,CC#CC(=O)N1CC[C@H](C1)N1C(=O)N(c2ccc(cc2)Oc2ccccc2)c2c(ncnc21)N |r|,10.4,6,18,0.02980829,1.1654485,0.018040892,3.8914135,336.84869,96.183342,10532.786,3173.7632,5.6307263,535.54688,1.429552,1.4407431,454.48999
168890455,168890455,NC(=O)c1c2n(nc1-c1ccc(cc1)Oc1ccccc1)[C@@H](CCN2)C1CCN(CC1)C(=O)C=C |r|,6.9699998,7,19,0.031855386,1.1524531,0.019344894,4.678895,376.79584,55.536659,11289.003,3040.6531,5.6917419,556.83777,1.4212855,1.4613625,471.561
93438921,93438921,CN1CCN(CC1)c1ccc(cc1F)Nc1nc(c2cc[nH]c2n1)Oc1cccc(c1)NC(=O)C=C,1.8099999,8,20,1.1240602,1.6330637,2.633817,4.7694573,388.05627,67.975571,15540.263,3510.7754,6.4261818,565.48969,1.4608933,1.4420282,487.539
32130783,32130783,COc1ccccc1-c1cc([nH]n1)NC(=O)c1cccc(c1)N1CCNC1=O,4.3800001,6,14,0.00057748647,2.0143037,0.39374462,3.3194771,280.5238,65.710251,1292.6718,9202.2803,5.4124751,435.1398,1.3807571,1.4102435,377.40399
202119,202119,Nc1ncc(c(n1)C1CCCCN1C(=O)c1ccccc1)-c1cccc(c1)C(F)(F)F,111,5,13,0.0019526968,1.0155506,0.0011652671,4.1058574,306.00259,62.608681,4287.7075,4419.5054,4.6351652,477.1196,1.3123237,1.4760424,426.44199
110118917,110118917,O=C(Nc1cccc(c1)-c1nncn1C1CC1)c1cc(ccn1)-n1cnc(c1)C1CC1,7.4699998,7,16,0.1533975,1.5453739,0.099187605,3.0146482,291.42197,68.354698,2405.4795,9573.1777,5.5399294,484.34634,1.4112046,1.4323248,411.46899
207447,207447,Fc1ccccc1-c1c[nH]nc1C1CCCN1Cc1ccc2ncccc2c1,142,4,14,0.97815198,2.2589381,3.3014383,3.2218413,311.88721,17.591211,3052.1384,5195.8481,4.8456035,451.59573,1.303134,1.480703,372.44699
313516892,313516892,Cc1nccc(n1)-c1cn(c2cnccc12)Cc1ccccc1,209,3,11,0.17259678,1.7269769,0.1113762,2.2842913,272.78073,17.047728,2635.6851,1797.718,3.9493744,380.19919,1.2917911,1.4300573,300.36499
168892617,168892617,CCc1nc(cn2nc(cc12)C1=CC(=O)N2C=C(C=C(C)C2=N1)C1CCN(C)CC1)C,29.184999,3,16,1.6608291,2.2083654,4.8272777,3.7600443,358.90878,37.881603,4957.4702,7541.7095,5.673542,501.01474,1.4113016,1.4312034,416.52899
49863827,49863827,Nc1ncnc2n(nc(c12)-c1ccc(cc1)Oc1ccccc1)[C@@H]1CCCNC1 |r|,19.4,4,15,1.1664932,1.9827968,2.1356902,3.4511678,298.77032,44.342003,7982.9233,1183.1178,5.016161,459.89279,1.3452891,1.4453987,386.45898
53790787,53790787,CC(CN(C)Cc1nnc(n1C)C)Oc1ccc(c(c1)Cl)Cl,60,6,13,0.50980467,2.1483772,0.42432958,5.6727667,340.98395,2.503756,941.33203,5586.3936,4.4948359,372.29022,1.2952654,1.4252205,343.258
45816980,45816980,COc1nn(cc1C(=O)Nc1cccc(c1)-c1cnc2n1CCC2)C,39,5,12,0.99279249,1.0448182,2.934752,2.8237426,263.73517,53.334892,4254.9155,1474.8541,4.2432375,393.55362,1.3311564,1.4133264,337.383
89942308,89942308,COc1cc(ccc1-c1ncnc(n1)Nc1cccc(c1)C[S@@](=N)(=O)C)F |r|,2.3099999,6,14,0.99999279,1.0000955,7.1638923,4.5662303,208.2578,145.8795,835.78406,10754.52,5.6022267,425.95056,1.3652176,1.3973869,387.439
139133,139133,CN(C)C(=O)C1(CCN(CC1)C(=O)c1ccc(s1)C)Cc1ccccc1-c1ccccc1,268,7,15,0,1,0,5.2475286,393.88074,53.032902,3045.3638,4955.4951,4.3835502,542.70667,1.3177508,1.5159022,446.61499
89942282,89942282,CCc1nc2c(cc(cn2c1N(C)c1nc(c(s1)C#N)-c1ccc(cc1)F)N1CCN(CC1)CC(=O)N1CC(O)C1)C,4.0700002,9,22,1.1341251,1.4849191,5.6021833,6.1839356,469.73282,83.117775,6434.0093,11656.723,5.7069802,667.90857,1.4346844,1.5063781,588.71198
139117,139117,CN(C)C(=O)C1(CCN(CC1)C(=O)C1CCCO1)Cc1ccccc1-c1ccccc1,25.5,7,14,0,1,0,5.0411854,366.85947,55.536659,1671.5693,5943.2637,4.4284139,512.4577,1.3101685,1.481686,420.55298
202525,202525,CC(=O)Nc1ccc(cc1)C(=O)N1CCCCC1c1nc(ncc1-c1ccc(cc1)Cl)N,3.53,6,16,0.0022414871,1.0175581,0.0013377954,4.8525386,322.46936,85.762207,8580.3623,2556.0886,5.1144161,515.75787,1.3562138,1.4712746,449.94199
202527,202527,CC(=O)Nc1ccc(cc1)C(=O)N1CCCCC1c1nc(ncc1-c1cccc(c1)Cl)N,4.0100002,6,15,0.0021355664,1.0168257,0.0012745108,4.8525386,322.46936,85.762207,7556.6411,2556.0886,4.8736787,515.75787,1.340196,1.4815041,449.94199
31929526,31929526,FC(F)(F)c1ccnc(n1)Nc1ccc(nc1)N1CCNC(=O)C1,85.699997,4,13,0.095248871,1.3713422,0.059673011,3.0182965,214.92116,73.973831,4487.6982,4230.0894,5.17768,345.72153,1.3195294,1.3756015,338.293
189638257,189638257,FC(F)(F)c1ccccc1C1N(CCNC1=O)C(=O)c1ccc2nccn2c1,8.46,4,11,0.99900061,1.0079342,4.1185398,3.0942507,256.59015,73.443558,2720.5884,3869.0608,4.2018781,415.18881,1.2785866,1.4412711,388.349
189741166,189741166,Cc1cc(ccc1C1N(CCNC1=O)C(=O)c1ccc2nccn2c1)F,11.2,3,12,0.99900305,1.0079172,4.119998,2.7779272,243.48503,76.306694,4053.4646,1792.7606,4.1760378,403.00262,1.2738292,1.4450338,352.36899
49311027,49311027,Clc1ccccc1C1N(CCNC1=O)C(=O)c1ccncc1,39.799999,3,10,0.0016306448,1.0121695,0.00097292638,3.1353261,221.26732,64.398056,2818.2844,982.98248,3.5498824,353.27621,1.2227576,1.4413462,315.75998
1284751,1284751,C[C@@H]1CN(C[C@H](C)O1)C(=O)CC(c1ccccc1)c1ccccc1 |r|,235,5,10,0,1,0,4.0652518,296.85202,29.020208,2506.0906,2420.2524,4.0642676,405.78214,1.3147173,1.4230373,323.436
299989682,299989682,CN1[C@@H]2CC[C@H]1C[C@@H](C2)OC(c1ccccc1)c1ccccc1 |r|,31.4,4,10,0.99926203,1.0060781,4.2992911,3.4338431,289.9516,2.503756,2464.0171,974.03503,3.4901915,390.70724,1.2345535,1.4439116,307.43698
140075,140075,CC(C)(C)C(=O)N1CCC(CC1)(Cc1ccc(cc1)-c1cccs1)C(=O)N1CCCC1,299,7,14,0,1,0,5.4775071,389.46365,53.032902,2440.1006,6142.5225,4.607059,524.1792,1.3421564,1.4705849,438.63599
200967,200967,CN(C)c1ncc(c(n1)C1CCCCN1C(=O)c1scnc1C)-c1cccc(c1)Cl,304,5,11,0.0033529149,1.0250001,0.0020022481,5.2977018,333.54343,79.006371,4143.2681,2944.0281,4.1186862,499.10385,1.2699493,1.5276866,441.987
32236728,32236728,OCC1CCCCN1Cc1ccc(c(c1)Cl)Cl,304,3,9,0.99590874,1.0269369,3.2782485,5.1905155,234.61993,13.566921,914.69714,2532.561,3.6620467,292.70892,1.2385606,1.3810332,274.19098
48337674,48337674,CC(=O)N1CCN(CC1)c1nc(nc2sc(c(c12)C)C)C(F)(F)F,267,3,10,3.1994223e-005,1.000374,1.9074132e-005,3.6853943,233.61714,77.878288,2085.4868,3514.97,4.0511107,364.37567,1.3004241,1.3919312,358.388
180601629,180601629,COc1ccccc1C(=O)Nc1ccc2cc[nH]c2c1,94.900002,4,10,0,1,0,2.1999879,208.70059,40.385361,1499.9351,2327.1443,3.8955748,322.99826,1.2731638,1.3874416,266.29999
17268136,17268136,C1CN(CCO1)CCN(Cc1cccnc1)Cc1cccc(c1)Oc1ccccc1,179,9,15,1.1786102,3.080704,2.358325,5.9341478,401.74057,10.690088,5701.7725,4447.4595,5.2072706,502.83334,1.3307889,1.4939404,403.526
32449297,32449297,COc1ccc(cc1)[C@H]1CN([C@@H]2CCCN(Cc3cccc(c3)F)[C@@H]21)C(=O)C |r|,164,5,13,0.97316122,1.1315354,2.1568694,4.396276,321.55444,40.928844,3907.3101,2697.02,4.3116093,455.88785,1.3196536,1.4712585,382.479
324071118,324071118,CC(C)Oc1cc(ccc1Nc1ncnc2sc(c(c12)C)C(=O)NCCCN(C)C)F,5.3699999,10,16,1.0067791,1.0627111,4.0118146,6.3594618,351.43564,77.73719,5470.1196,8252.7324,5.7342644,502.39664,1.4513999,1.4017926,445.56299
2066408,2066408,OCC1CCCCN1Cc1ccc(cc1)-c1ccccc1,142,4,12,0.99685621,1.021482,3.4352927,3.7081261,265.6846,13.566921,960.87732,4047.8523,4.4042611,358.06583,1.2732016,1.4210738,281.39899
89942016,89942016,Nc1ncc(c2ccc(nc12)-c1cccc(c1)F)C(=O)NC1CN(C1)C(=O)C1CC1,11.7,6,16,0.030719457,1.1523699,0.018601049,3.1676712,254.25319,81.989265,8328.2773,4358.0366,5.7383027,457.89484,1.4076571,1.4080433,405.43298
72973189,72973189,CC1(C)CC(CC(C)(C)N1)Oc1ccc(nn1)-c1ccc(cc1O)-c1cn[nH]c1,14.588889,4,15,0.90239614,1.3800502,5.4770355,3.9752586,363.33508,8.1863317,9793.4619,1396.698,5.527319,461.7529,1.3525681,1.4355279,393.491
32234428,32234428,CS(=O)c1ccc(cc1)-c1coc2ccc(cc12)-c1nnc(o1)C,206,3,13,4.6706074e-005,1.000538,2.7845164e-005,3.1337931,215.58246,78.299347,4491.5898,1766.6013,4.3930655,385.56424,1.3191603,1.4048738,338.38699
202517,202517,Cc1ncsc1C(=O)N1CCCCC1c1nc(ncc1-c1cccc(c1)C(F)(F)F)N,36.200001,5,12,0.0019301968,1.015395,0.0011518272,4.6291738,287.31976,88.051872,4571.8716,2794.1379,4.1518054,474.85031,1.2862533,1.4816768,447.48499
45636709,45636709,O=C(Nc1ccc2ccccc2n1)c1ccc(cc1)N1CCOC1=O,85.400002,4,14,0.048654858,1.2147465,0.029735718,2.6867774,235.13225,67.469215,2940.6912,5699.0483,5.2105289,392.61887,1.3306637,1.4092195,333.34698
300003450,300003450,O=S(=O)(N1CCCNCC1)c1cccc2cnccc12,82.666664,2,9,0.98274869,1.1375402,2.2987099,3.6322761,215.3622,47.566277,2284.2773,737.42609,3.3194132,321.80524,1.2275611,1.3929974,291.375
317744209,317744209,CN1CCN(CC1)c1ccc(cc1)Nc1nc(c2occc2n1)Oc1cccc(c1)NC(=O)C=C,12,8,20,1.0177065,1.2100086,2.7163196,4.7675266,371.27124,79.978745,15218.465,3133.3506,6.4267168,557.65521,1.4623359,1.4365066,470.53299
13329354,13329354,CCN1CCN(CC1)S(=O)(=O)Cc1ccc(c(c1)Cl)Cl,415,4,12,0.9608897,1.1795185,1.9323901,6.8267074,258.849,49.801079,3295.1187,1632.582,3.929528,339.23224,1.2815253,1.3908069,337.271
49837463,49837463,O=C(Nc1nc2cccc(n2n1)-c1ccc(cc1)CN1CCS(=O)(=O)CC1)C1CC1,2.45,6,17,0.80334979,1.7513365,0.9482004,4.2587986,254.9897,109.78366,6661.3403,5705.4263,5.5441813,469.57059,1.3796381,1.433915,425.513
42902190,42902190,CC1CN(CCC1Nc1ccc2nnnn2n1)Cc1cnc(s1)C,6.73,4,14,0.98804724,1.0693654,2.631547,3.6161273,266.65994,42.316334,1003.0544,5581.2271,4.5059819,377.38428,1.2979312,1.4123117,344.44699
210343,210343,Cc1nc(cc(n1)C1CN(C1)c1ncccn1)Nc1nccs1,72.300003,4,13,0.18895191,1.6729957,0.12472612,2.9020445,230.44594,63.855072,1530.8798,4424.8105,4.3811607,365.68045,1.3330574,1.3836794,325.39999
32538596,32538596,COc1ccc(cc1Cl)Nc1c(cnc2cc(c(cc12)OC)OC)C#N,104,6,13,0.19261064,1.6390915,0.12791455,4.1946154,334.03482,13.193845,2393.1812,3206.7654,3.9791169,421.58319,1.3019072,1.4572089,369.80798
50614392,50614392,COc1ccc(cc1F)CCCN1CCN(C(=O)C1)c1cnn(c1)C,326,6,16,0.19217175,1.6357718,0.1271919,4.2827353,306.2059,40.928844,6372.4863,3515.1555,5.5309014,397.78763,1.3659927,1.3983703,346.40601
36933671,36933671,CC1CN(CC(O1)c1ccccc1)C(=O)c1c(noc1C(C)C)C,265,4,11,0,1,0,3.8749082,286.86127,34.922565,2251.6914,2272.8445,3.8564982,390.66125,1.2861116,1.4258025,328.41199
31246617,31246617,CN(Cc1ccccc1)C1(Cc2ccccc2C1)C(=O)N1CCNC(=O)CC1,43.099998,5,12,0.75189066,1.7511076,0.83098555,3.9754601,311.42505,58.715481,4209.2632,2138.8052,4.2571416,458.61667,1.3005311,1.4696876,377.48801
43278877,43278877,Cc1c(cccc1NC(=O)CN1[C@H](Cc2ccccc2)C[C@]2(C)NC(=O)CCC[C@H]12)F |r|,36.400002,6,13,0.25524896,1.7647845,0.1756929,4.7753544,318.16342,76.306694,5171.2524,2919.2568,4.5355544,499.21542,1.3332306,1.4727294,423.53198
901943,901943,CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O |r|,3.98,11,21,-0.77921557,1.785267,0.93907803,7.3128572,359.97528,96.746201,6160.7002,15747.864,6.9287758,540.7243,1.4825592,1.397558,490.625
300011391,300011391,Oc1nccc2c(cccc12)S(=O)(=O)N1CCCNCC1,6.4850001,2,9,0.97884858,1.108579,9.1720905,3.8655019,208.62961,60.515808,1821.2648,1750.871,3.5082202,328.88577,1.242034,1.3883337,307.37399
43280049,43280049,Cc1ccc(cc1F)NC(=O)CN1[C@H](Cc2ccccc2)C[C@]2(C)NC(=O)CCC[C@H]12 |r|,28,6,14,0.25396892,1.7623596,0.17466913,4.7753544,318.16342,76.306694,5233.1304,3199.5325,4.6304674,499.21542,1.3445003,1.4643545,423.53198
139303,139303,CN(C)C(=O)C1(CCN(CC1)C(=O)C1CCC=CC1)Cc1ccccc1-c1cccc(c1)F,223,7,15,0,1,0,5.35431,379.18884,64.941536,1938.4905,6279.2998,4.4482293,544.94434,1.2852675,1.532432,448.582
139341,139341,COCC(=O)N1CCC(CC1)(Cc1ccccc1-c1cccc(c1)F)C(=O)NC(C)C,15,9,14,0,1,0,5.7519097,331.31378,95.186348,5440.2266,2305.2256,4.4265847,505.46841,1.3472604,1.4680258,426.53198
29261445,29261445,COc1ccc(cc1)CNC(=O)c1sc2nc(cc(c2c1N)C)C,108,5,14,0.015163581,1.0817349,0.0091092326,3.6692657,252.90326,60.145977,2188.1733,5407.3325,4.8546691,392.28958,1.3546989,1.3869185,341.435
324007832,324007832,CC[C@@](C)(NC(=O)c1cc(cnc1NC1CC(F)(F)C1)F)C#C |r|,212,7,11,0.012129948,1.0693504,0.0073666261,3.4513001,222.3694,75.840706,2604.4216,2810.8962,4.198638,351.01331,1.3295666,1.35718,325.33398
320364216,320364216,Cn1cc(cn1)Nc1nc(nc(n1)-c1cccc(c1CO)N1C=Cc2cc(cc(c2C1=O)F)C1CC1)N,7.8699999,6,18,0.00035666162,1.0031931,0.000212667,3.8990779,318.02151,105.41363,3198.7793,7603.1782,4.7670531,562.95587,1.3683485,1.50296,498.522
496510,496510,Cc1cnc(cn1)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,1.0700001,10,20,-0.77896333,1.7871144,0.93865043,6.4307227,328.23138,77.103889,16722.033,1317.5913,6.5668225,487.91483,1.4465138,1.3874424,445.54401
393408,393408,CNC(=O)C1(CCN(Cc2ccc(cc2)F)C1)Cc1ccc(cc1)-c1cccnc1,130,7,17,0.97054166,1.2006301,2.008081,4.3821387,342.95392,49.790241,4500.709,4531.2222,4.8927264,492.13489,1.3607213,1.4538493,403.50098
393424,393424,CNC(=O)C1(CCN(Cc2cccc(c2)F)C1)Cc1ccc(cc1)-c1cccnc1,114,7,16,0.95809406,1.2487968,1.8250008,4.3821387,342.95392,49.790241,4486.5747,4246.7949,4.8111796,492.13489,1.360734,1.4542508,403.50098
270775,270775,Fc1ccccc1C[C@@H]1C[C@@H]2NC(=O)CCCC[C@H]2N1C(=O)c1cccc2ncccc12 |r|,9.2700005,4,12,0.0019839015,1.0144303,0.0011839068,4.1932368,299.87158,76.306694,4422.4839,3661.9485,4.466166,509.7485,1.3130742,1.5067481,431.51099
MCULE-3611790330,,CCOc1cc(ccc1C(=O)O)CC(=O)N[C@@H](CC(C)C)c1ccccc1N1CCCCC1 |r|,12,11,15,-0.99378288,1.0385063,3.0287859,7.1221294,384.84348,62.978203,7873.7007,3652.7578,5.2618818,543.5108,1.3821061,1.4688467,452.595
323968411,323968411,CC(O)(C#Cc1ccc2c(c1)N(CC2)c1nc(ncc1Cl)N)c1nccs1,23.4,4,13,0.16335315,1.6269664,0.10632548,3.8625793,285.76947,66.056839,6503.1675,2068.0642,4.7383299,438.42285,1.3407619,1.4220444,397.88998
46088801,46088801,COCCc1noc(n1)CN1CC(CCC1=O)(c1ccccc1)c1ccccc1,136,7,14,2.9132136e-005,1.0003334,1.7367804e-005,4.4481487,336.00183,47.872097,2764.1733,4694.0532,4.5124927,469.17953,1.3236401,1.4521351,391.47098
44392699,44392699,Cc1[nH]nc2c1C1(CCCCC1)CC(=O)N2,102,0,6,0.0010014793,1.7038703,0.14769548,1.6862673,168.88272,26.516451,676.57098,769.59729,2.6746712,249.81767,1.1632948,1.3591329,219.28799
49942166,49942166,Cc1oc2ccccc2c1CNc1nnc(o1)-c1ccncc1,174,4,13,0.20776863,2.2631369,0.16332822,2.4792407,233.22525,41.080162,4896.8486,1468.9552,4.6674199,361.10568,1.323128,1.3938177,306.32498
29371307,29371307,Nc1ncnc2n(nc(c12)-c1cnc2[nH]ccc2c1)C1CCCC1,73,2,10,0.22866075,1.8674219,0.15316086,2.0672855,216.20992,47.520821,3578.6453,1405.3073,4.0608211,368.9968,1.2826633,1.4206963,319.37201
320368312,320368312,Clc1ccc(cc1)-c1ccncc1NC(=O)c1ccnc(c1)NC(=O)C1CC1,75.900002,7,15,0.01471627,1.0869272,0.0088215042,3.7642787,269.6835,70.080635,7575.5039,2519.845,5.1836338,447.77267,1.3747536,1.4272735,392.84598
89942274,89942274,CN1C(=N[C@@](C)(CS1(=O)=O)c1cc(ccc1F)NC(=O)c1ccc(cn1)F)N |r|,2.8299999,4,14,0.99293578,1.0429664,2.9526806,4.0519495,243.99731,113.01411,1753.6016,5723.9395,4.3659701,418.91061,1.3136604,1.4221764,409.41699
44550372,44550372,CC1CN(CC(O1)c1ccccc1)C(=O)c1cccnc1N1CCOCC1,85.199997,4,13,0.035263378,1.1648438,0.0214024,4.2117295,318.20706,37.206539,1456.3273,4831.9336,4.2864146,435.80396,1.3121552,1.4487864,367.44901
511449,511449,CCCCNC(=O)NS(=O)(=O)c1ccc(cc1)C,144,7,12,-0.77803665,1.7885153,0.93596601,4.8073826,233.70819,33.539707,3447.1252,619.62482,4.0155354,292.86752,1.3114052,1.3180976,270.353
197915,197915,Cc1cc(cc(n1)C1CCCN(C1)CC(=O)N1CCCC1)Nc1cnccn1,3.6800001,6,15,1.3375953,2.6963477,2.0265238,4.5605149,325.83578,43.564178,3828.3892,3894.3611,4.6821675,451.68945,1.3686638,1.4251138,380.496
198953,198953,Cc1cccnc1Nc1cccc(n1)C1CCCN(C1)CC(=O)Nc1nccs1,93.599998,7,16,0.42669633,2.9530196,0.30271456,4.9886308,311.69696,69.007378,8338.9688,1991.9766,5.1845775,471.52307,1.3749862,1.4417725,408.53
139135,139135,CN(C)C(=O)C1(CCN(CC1)C(=O)c1cnn(c1)C)Cc1ccccc1-c1ccccc1,21.9,7,15,8.8122455e-005,1.0009114,5.2537813e-005,4.5054498,390.85355,53.032902,1950.7184,6497.7075,4.5939746,528.33905,1.323898,1.4886487,430.552
2566233,2566233,CC1(C)CC(=O)C2=C(C1)NC(=O)CC2c1ccc(cc1)Br,110,1,10,0,1,0,3.234324,237.1371,45.765949,2539.4768,2622.3936,3.9544258,357.4805,1.2449917,1.4229977,348.23999
49383448,49383448,CN1CCN(CC1)S(=O)(=O)c1ccc(cc1)-c1cnc(c(n1)C(=O)Nc1cccnc1)N,1.88,6,18,0.90501213,1.4468302,1.3669162,5.1591411,332.19284,85.447884,11544.501,3098.699,5.8332505,500.19473,1.4076476,1.4253607,453.52701
393410,393410,CNC(=O)C1(CCN(Cc2ccccc2Cl)C1)Cc1ccc(cc1)-c1cccnc1,127,7,16,0.95727748,1.2518582,1.8147484,4.9311628,368.03479,37.881603,4574.6743,3925.2048,4.6461926,504.94858,1.35314,1.4737272,419.95599
43366900,43366900,Cc1nc(c(c2ccc(cc12)Oc1ccccc1)O)C(=O)NCC(=O)O,346,6,15,-1.8239688,1.7997793,5.3882279,3.5902445,226.20198,88.960289,745.64264,8110.688,5.1323519,399.82227,1.3611929,1.396593,352.34598
